From	To
O60729	ENSP00000364390
O60729	ENSP00000420572
O60729	ENSP00000417897
Q14032	ENSP00000259407
Q14032	ENSP00000378491
Q14032	ENSP00000484063
Q8N6M6	ENSP00000277198
Q8N6M6	ENSP00000297979
Q8N6M6	ENSP00000364464
Q14093	ENSP00000420256
Q14093	ENSP00000417674
Q14093	ENSP00000478399
O75474	ENSP00000360058
Q8IXK2	ENSP00000364150
Q16644	ENSP00000350639
Q16644	ENSP00000396467
Q16644	ENSP00000478922
Q8IYR6	ENSP00000364013
P28289	ENSP00000259365
P28289	ENSP00000364318
P28289	ENSP00000378637
Q92828	ENSP00000343746
Q92828	ENSP00000364218
Q96LZ3	ENSP00000363939
P56962	ENSP00000259400
P56962	ENSP00000435981
P56962	ENSP00000433484
Q92688	ENSP00000345848
Q5T7W7	ENSP00000342499
Q8NFG4	ENSP00000285071
Q8NFG4	ENSP00000373821
Q96H12	ENSP00000364020
Q96H12	ENSP00000378506
Q96H12	ENSP00000480445
Q96H12	ENSP00000480622
P49336	ENSP00000370938
Q9P1Z9	ENSP00000434727
Q9UHC1	ENSP00000348020
Q9UHC1	ENSP00000370355
Q9UHC1	ENSP00000452316
Q9NR45	ENSP00000210444
Q9BYX2	ENSP00000341567
Q9BYX2	ENSP00000364203
Q9BYX2	ENSP00000364205
Q9BYX2	ENSP00000364207
Q9BYX2	ENSP00000481721
P52701	ENSP00000234420
P52701	ENSP00000438580
P52701	ENSP00000446475
P52701	ENSP00000477844
Q15198	ENSP00000251630
Q15198	ENSP00000444211
P54278	ENSP00000265849
P54278	ENSP00000371758
P54278	ENSP00000494497
Q9BU70	ENSP00000364260
P22888	ENSP00000294954
P32856	ENSP00000261653
P32856	ENSP00000376178
Q13342	ENSP00000342096
Q13342	ENSP00000362749
Q13342	ENSP00000375899
Q13342	ENSP00000393618
Q13342	ENSP00000398210
Q5D1E8	ENSP00000362179
Q96T58	ENSP00000364912
Q9Y3Z3	ENSP00000262878
Q9Y3Z3	ENSP00000495432
Q9Y3Z3	ENSP00000493536
Q9Y3Z3	ENSP00000495667
Q8NF50	ENSP00000394888
Q8NF50	ENSP00000408464
Q8NF50	ENSP00000419438
Q8NFH4	ENSP00000251074
Q8NFH4	ENSP00000448054
Q8WYP5	ENSP00000355465
Q8WYP5	ENSP00000355464
Q8WYP5	ENSP00000497061
Q8NFH3	ENSP00000342262
Q8NFH3	ENSP00000356374
Q8N1F7	ENSP00000310668
Q8N1F7	ENSP00000440235
Q8N1F7	ENSP00000458039
Q5SRE5	ENSP00000361658
Q8NFH5	ENSP00000295119
Q8NFH5	ENSP00000387305
Q53GS7	ENSP00000308622
Q53GS7	ENSP00000361856
Q13509	ENSP00000320295
Q13509	ENSP00000451617
O15533	ENSP00000363700
O15533	ENSP00000372543
O15533	ENSP00000372684
O15533	ENSP00000372685
O15533	ENSP00000378546
O15533	ENSP00000402087
O15533	ENSP00000395701
O15533	ENSP00000407195
P30411	ENSP00000438376
P30411	ENSP00000439459
P30411	ENSP00000450482
P78324	ENSP00000348307
P78324	ENSP00000351621
P78324	ENSP00000382941
P78324	ENSP00000478763
O15205	ENSP00000366249
O15205	ENSP00000373039
O15205	ENSP00000396152
O15205	ENSP00000410416
P56817	ENSP00000318585
P56817	ENSP00000475405
P56817	ENSP00000402228
P56817	ENSP00000403685
P56817	ENSP00000422461
P56817	ENSP00000424536
P15309	ENSP00000337471
P15309	ENSP00000323036
P15309	ENSP00000417744
P17010	ENSP00000304985
P17010	ENSP00000368475
P17010	ENSP00000368486
P17010	ENSP00000438233
Q5U5X0	ENSP00000368688
O95825	ENSP00000370966
O95825	ENSP00000416315
P29084	ENSP00000348168
Q04900	ENSP00000275080
Q04900	ENSP00000309376
Q04900	ENSP00000314177
Q04900	ENSP00000402237
Q04900	ENSP00000427546
Q15696	ENSP00000303015
Q13873	ENSP00000363702
Q13873	ENSP00000363708
P78415	ENSP00000331608
Q0VDF9	ENSP00000367623
P54709	ENSP00000286371
P49281	ENSP00000262052
P49281	ENSP00000378364
P49281	ENSP00000444542
P49281	ENSP00000442810
P49281	ENSP00000449008
P49281	ENSP00000446769
P49281	ENSP00000449200
P49281	ENSP00000494107
Q8N2Q7	ENSP00000354541
Q8N2Q7	ENSP00000392500
Q9NWS0	ENSP00000262265
Q9NWS0	ENSP00000470445
Q9ULZ3	ENSP00000247470
Q9ULZ3	ENSP00000340441
P24844	ENSP00000279022
P24844	ENSP00000217313
Q13330	ENSP00000333633
Q13330	ENSP00000384180
Q13330	ENSP00000393438
O95416	ENSP00000305343
O95881	ENSP00000360688
P48730	ENSP00000324464
P48730	ENSP00000376146
P55145	ENSP00000432799
Q13113	ENSP00000294338
Q13113	ENSP00000360952
Q7Z403	ENSP00000306405
Q7Z403	ENSP00000313408
Q7Z403	ENSP00000376260
Q7Z403	ENSP00000465359
Q7Z403	ENSP00000465261
Q7Z403	ENSP00000464853
Q8IUC1	ENSP00000330720
Q8IUH5	ENSP00000403397
A0AVK6	ENSP00000250024
A0AVK6	ENSP00000434199
A0AVK6	ENSP00000481103
A2RUH7	ENSP00000349678
O94900	ENSP00000354842
O95867	ENSP00000364978
O95867	ENSP00000372905
O95867	ENSP00000388591
O95867	ENSP00000411365
O95867	ENSP00000410398
O95867	ENSP00000415732
O95867	ENSP00000409428
P43003	ENSP00000265113
P43003	ENSP00000371343
Q12824	ENSP00000383984
Q12824	ENSP00000479330
Q12824	ENSP00000486870
Q12824	ENSP00000494049
Q12893	ENSP00000266025
Q2TAL8	ENSP00000350094
Q2TAL8	ENSP00000378830
Q2TAL8	ENSP00000412890
Q49AJ0	ENSP00000276737
Q49AJ0	ENSP00000378710
Q5JXC2	ENSP00000235332
Q5T447	ENSP00000361241
Q5T447	ENSP00000361245
Q5VYS8	ENSP00000365127
Q5VYS8	ENSP00000365130
Q6DKI2	ENSP00000329932
Q6DKI2	ENSP00000491587
Q6ZMI0	ENSP00000281394
Q6ZMI0	ENSP00000294952
Q6ZMI0	ENSP00000415696
Q6ZN57	ENSP00000354453
Q6ZN57	ENSP00000430980
Q6ZN57	ENSP00000430531
Q7Z698	ENSP00000348753
Q7Z698	ENSP00000393697
Q7Z699	ENSP00000299084
Q7Z739	ENSP00000473496
Q7Z7C8	ENSP00000362068
Q7Z7C8	ENSP00000362073
Q7Z7C8	ENSP00000411900
Q7Z7C8	ENSP00000417867
Q7Z7F0	ENSP00000357302
Q7Z7F0	ENSP00000357303
Q7Z7F0	ENSP00000357304
P28347	ENSP00000334754
P28347	ENSP00000491500
O94876	ENSP00000376930
P08397	ENSP00000376584
P08397	ENSP00000444730
P08397	ENSP00000443058
P08397	ENSP00000438424
P08397	ENSP00000497255
P08397	ENSP00000498786
P0C870	ENSP00000380467
P20290	ENSP00000338516
P20290	ENSP00000369965
P42025	ENSP00000289228
P50995	ENSP00000265447
P50995	ENSP00000361305
P50995	ENSP00000404412
P50995	ENSP00000398610
P51674	ENSP00000280187
P51674	ENSP00000377268
P51674	ENSP00000421578
P51674	ENSP00000423984
Q08499	ENSP00000308485
Q08499	ENSP00000321739
Q08499	ENSP00000345502
Q08499	ENSP00000351800
Q08499	ENSP00000353152
Q08499	ENSP00000384806
Q08499	ENSP00000423094
Q08499	ENSP00000425917
Q08499	ENSP00000425605
Q08499	ENSP00000424852
Q10981	ENSP00000375748
Q10981	ENSP00000387498
Q10981	ENSP00000430227
Q14154	ENSP00000194118
Q14154	ENSP00000396225
Q2NKX8	ENSP00000334675
Q3B7T1	ENSP00000336727
Q3B7T1	ENSP00000349244
Q3B7T1	ENSP00000357805
Q3B7T1	ENSP00000396544
O15130	ENSP00000267017
Q5BJF6	ENSP00000342581
Q5BJF6	ENSP00000361877
Q5BJF6	ENSP00000361893
Q5BJF6	ENSP00000361901
Q5BJF6	ENSP00000377161
Q5BJF6	ENSP00000377166
Q5BJF6	ENSP00000403453
Q5BJF6	ENSP00000394506
Q5BJF6	ENSP00000396687
Q5BJF6	ENSP00000437579
Q5BJF6	ENSP00000473949
Q5D0E6	ENSP00000323265
Q5D0E6	ENSP00000344989
Q5D0E6	ENSP00000410623
Q5TGY3	ENSP00000247087
Q5TGY3	ENSP00000363123
Q5TGY3	ENSP00000495072
Q5TGY3	ENSP00000494394
Q5TGY3	ENSP00000495665
Q5VTR2	ENSP00000373772
Q5W5X9	ENSP00000262074
Q5W5X9	ENSP00000457901
Q5W5X9	ENSP00000377690
Q5W5X9	ENSP00000377692
Q5W5X9	ENSP00000433162
Q5W5X9	ENSP00000452923
Q68CL5	ENSP00000335144
Q68CL5	ENSP00000372530
Q68CL5	ENSP00000466973
Q68CL5	ENSP00000464780
Q68CL5	ENSP00000467392
Q6P4D5	ENSP00000359820
Q6P4D5	ENSP00000359821
Q6P4D5	ENSP00000402477
Q6PCB5	ENSP00000334040
Q6PCB5	ENSP00000393888
Q7Z5R6	ENSP00000349237
Q7Z5R6	ENSP00000365411
F6TR53	ENSP00000384984
O60902	ENSP00000374240
O60902	ENSP00000397099
O60902	ENSP00000419362
P51451	ENSP00000259089
Q13239	ENSP00000337548
Q13239	ENSP00000378759
Q13239	ENSP00000394049
Q13239	ENSP00000428559
Q13239	ENSP00000427928
Q13480	ENSP00000262994
Q13480	ENSP00000262995
P02747	ENSP00000363768
P02747	ENSP00000363770
P02747	ENSP00000363771
A5A3E0	ENSP00000386786
O43414	ENSP00000361331
O43414	ENSP00000361333
P04216	ENSP00000284240
P04216	ENSP00000431301
O15405	ENSP00000219746
O15405	ENSP00000385705
O76076	ENSP00000190983
O76076	ENSP00000361956
O76076	ENSP00000361959
Q76M96	ENSP00000206423
Q76M96	ENSP00000411814
P39059	ENSP00000364140
P40305	ENSP00000483430
P40305	ENSP00000483932
P40305	ENSP00000484089
P40305	ENSP00000483291
P40305	ENSP00000477753
P40305	ENSP00000482635
P40305	ENSP00000483498
P40305	ENSP00000486608
P53396	ENSP00000253792
P53396	ENSP00000345398
P53396	ENSP00000377474
P53396	ENSP00000445349
P53396	ENSP00000466259
Q8WWM7	ENSP00000315650
Q8WWM7	ENSP00000338718
Q8WWM7	ENSP00000341459
Q8WWM7	ENSP00000372133
Q8WWM7	ENSP00000378917
Q8WWM7	ENSP00000454516
O15165	ENSP00000352420
O15165	ENSP00000382741
O15165	ENSP00000466772
O15165	ENSP00000474783
O15165	ENSP00000466178
O15165	ENSP00000466771
P48960	ENSP00000242786
P48960	ENSP00000349918
P48960	ENSP00000351413
P04554	ENSP00000241808
P04554	ENSP00000403681
O95428	ENSP00000345395
O95428	ENSP00000451803
O95428	ENSP00000451729
O95428	ENSP00000495882
P78423	ENSP00000006053
O95136	ENSP00000496438
P61966	ENSP00000336666
P61966	ENSP00000410780
P11413	ENSP00000358633
P11413	ENSP00000377192
P11413	ENSP00000377194
Q8IYU2	ENSP00000262903
Q8IYU2	ENSP00000358121
P31944	ENSP00000393417
P01880	ENSP00000478893
O43247	ENSP00000371243
O43247	ENSP00000385179
O43247	ENSP00000386118
P0CAP2	ENSP00000299638
P0CAP2	ENSP00000369930
P0CAP2	ENSP00000432615
O15226	ENSP00000304803
O15226	ENSP00000360582
O15226	ENSP00000442308
O95990	ENSP00000354270
O95990	ENSP00000377991
O95990	ENSP00000400858
O95990	ENSP00000419529
O95990	ENSP00000419124
O95990	ENSP00000497152
P11308	ENSP00000288319
P11308	ENSP00000381871
P11308	ENSP00000381882
P11308	ENSP00000381891
P11308	ENSP00000414150
P11308	ENSP00000394694
P33981	ENSP00000230510
P33981	ENSP00000358813
P33981	ENSP00000422936
P35568	ENSP00000304895
Q07864	ENSP00000322570
Q08116	ENSP00000356429
Q08116	ENSP00000464323
Q53EL6	ENSP00000280154
Q53EL6	ENSP00000376816
Q5H9L4	ENSP00000320283
Q5H9L4	ENSP00000349235
Q5H9L4	ENSP00000361998
Q5NDL2	ENSP00000295571
Q5NDL2	ENSP00000373206
Q5NDL2	ENSP00000443780
Q5NDL2	ENSP00000444264
P30405	ENSP00000225174
Q08209	ENSP00000320580
Q08209	ENSP00000378322
Q08209	ENSP00000378323
Q08209	ENSP00000422781
Q8IXW5	ENSP00000476948
P49006	ENSP00000362638
P20783	ENSP00000328738
P20783	ENSP00000397297
Q5RKV6	ENSP00000398597
Q99627	ENSP00000346340
Q99627	ENSP00000375865
Q9UL15	ENSP00000299204
Q9UL15	ENSP00000338814
Q9UL15	ENSP00000391713
Q00613	ENSP00000431512
Q00613	ENSP00000493830
Q8NHY2	ENSP00000310943
Q8NHY2	ENSP00000356641
Q8NHY2	ENSP00000433517
Q12980	ENSP00000478273
Q12980	ENSP00000483814
Q6PJI9	ENSP00000262144
Q6PJI9	ENSP00000482446
Q16650	ENSP00000374205
Q16650	ENSP00000387023
O00273	ENSP00000366235
O00273	ENSP00000366237
P12314	ENSP00000358165
P35236	ENSP00000309116
P35236	ENSP00000356248
P35236	ENSP00000420506
P34130	ENSP00000469455
Q99759	ENSP00000354927
Q99759	ENSP00000354485
Q99759	ENSP00000461988
P12034	ENSP00000311697
P12034	ENSP00000398353
P21583	ENSP00000054216
P21583	ENSP00000495951
P48736	ENSP00000352121
P48736	ENSP00000392258
P48736	ENSP00000419260
P41221	ENSP00000264634
P41221	ENSP00000417310
P41221	ENSP00000420104
P61952	ENSP00000248564
P41594	ENSP00000305905
P41594	ENSP00000306138
P41594	ENSP00000405690
P09237	ENSP00000260227
P00748	ENSP00000253496
P04234	ENSP00000300692
P04234	ENSP00000376622
P15391	ENSP00000313419
P15391	ENSP00000437940
P23743	ENSP00000328405
P23743	ENSP00000377703
P23743	ENSP00000385792
P23743	ENSP00000448565
P23743	ENSP00000450359
P23743	ENSP00000446605
P13725	ENSP00000215781
Q13637	ENSP00000356465
P20273	ENSP00000085219
P20273	ENSP00000339349
P20273	ENSP00000403822
P20273	ENSP00000442279
P20273	ENSP00000441237
P20273	ENSP00000469984
O43699	ENSP00000345907
O43699	ENSP00000344064
O43699	ENSP00000353071
O43699	ENSP00000375674
O43699	ENSP00000401502
O43699	ENSP00000410679
Q96LC7	ENSP00000345243
Q96LC7	ENSP00000342389
Q96LC7	ENSP00000414324
Q96LC7	ENSP00000389132
Q96LC7	ENSP00000408387
Q96LC7	ENSP00000395475
A7E2F4	ENSP00000352111
A7E2F4	ENSP00000402791
O60503	ENSP00000294016
A6NIR3	ENSP00000363207
O75901	ENSP00000354884
A2RRP1	ENSP00000281513
A6NDB9	ENSP00000344996
A6NDB9	ENSP00000500424
A6NEK1	ENSP00000371200
O95248	ENSP00000252027
O95248	ENSP00000370196
P41597	ENSP00000292301
P41597	ENSP00000383681
P41597	ENSP00000399285
P55201	ENSP00000373340
P55201	ENSP00000398863
P55201	ENSP00000402485
P55201	ENSP00000410210
Q13478	ENSP00000233957
Q13478	ENSP00000387211
Q13478	ENSP00000386663
Q68D86	ENSP00000353377
Q68D86	ENSP00000463111
Q8IWZ5	ENSP00000286349
Q05D60	ENSP00000298050
O14829	ENSP00000341892
O14829	ENSP00000354871
O15217	ENSP00000359998
O15217	ENSP00000359999
O15217	ENSP00000360002
O43298	ENSP00000362556
O43298	ENSP00000362563
O43298	ENSP00000390344
O43309	ENSP00000354305
O43309	ENSP00000380039
O43865	ENSP00000352092
O43865	ENSP00000358814
O43865	ENSP00000377238
O60232	ENSP00000312318
O60547	ENSP00000370194
O60547	ENSP00000436726
O60763	ENSP00000264904
O60763	ENSP00000444850
O75506	ENSP00000392896
O75506	ENSP00000458007
O75558	ENSP00000356540
O75936	ENSP00000263182
O75936	ENSP00000433772
O75936	ENSP00000434918
O75936	ENSP00000435781
O95045	ENSP00000005756
O95045	ENSP00000474090
O95231	ENSP00000357556
O95749	ENSP00000282841
O95749	ENSP00000351852
O95749	ENSP00000375728
O95749	ENSP00000418690
O95810	ENSP00000305675
P09417	ENSP00000281243
P09417	ENSP00000390944
P10073	ENSP00000332433
P11216	ENSP00000216962
P11686	ENSP00000316152
P13798	ENSP00000296456
P14859	ENSP00000356836
P14859	ENSP00000356840
P14859	ENSP00000401217
P14859	ENSP00000441285
P17812	ENSP00000361699
P17812	ENSP00000497744
P17812	ENSP00000497602
P19971	ENSP00000252029
P19971	ENSP00000379036
P19971	ENSP00000379037
P19971	ENSP00000379038
P19971	ENSP00000498844
P30039	ENSP00000308466
P30039	ENSP00000351619
P30039	ENSP00000476306
P31153	ENSP00000303147
P31153	ENSP00000386353
P34896	ENSP00000318868
P34896	ENSP00000345881
P34896	ENSP00000318805
P34896	ENSP00000492715
P34896	ENSP00000495756
P36959	ENSP00000259727
P46439	ENSP00000256593
P51808	ENSP00000367841
P52758	ENSP00000254878
P53999	ENSP00000265073
P53999	ENSP00000427100
P53999	ENSP00000422078
P53999	ENSP00000422806
P53999	ENSP00000426850
P59991	ENSP00000354001
P60370	ENSP00000383223
P60409	ENSP00000476821
P60410	ENSP00000335565
P60411	ENSP00000381009
P60891	ENSP00000361512
P62333	ENSP00000401802
P78330	ENSP00000275605
P78330	ENSP00000378854
P78330	ENSP00000401639
P86479	ENSP00000438757
P86479	ENSP00000480729
Q00266	ENSP00000361287
Q05315	ENSP00000221804
Q06323	ENSP00000206451
Q06323	ENSP00000372155
Q06323	ENSP00000453976
Q06323	ENSP00000493882
Q06323	ENSP00000495095
Q06323	ENSP00000496083
Q13303	ENSP00000164247
Q13303	ENSP00000318772
Q13303	ENSP00000367323
Q13303	ENSP00000367332
Q13303	ENSP00000367337
Q13303	ENSP00000400285
Q13303	ENSP00000396167
Q13303	ENSP00000473602
Q13303	ENSP00000499370
Q13303	ENSP00000499361
Q13303	ENSP00000499485
Q13303	ENSP00000499496
Q14194	ENSP00000321606
Q14194	ENSP00000380987
Q14232	ENSP00000416250
Q14232	ENSP00000444183
Q14376	ENSP00000363621
Q14376	ENSP00000483375
Q14565	ENSP00000216024
Q14565	ENSP00000412703
Q14764	ENSP00000349977
Q14764	ENSP00000378760
Q15415	ENSP00000250831
Q15415	ENSP00000307155
Q15437	ENSP00000262544
Q15437	ENSP00000338844
Q15437	ENSP00000366685
Q15437	ENSP00000497473
Q15555	ENSP00000300249
Q15555	ENSP00000396074
Q15555	ENSP00000407723
Q15555	ENSP00000446343
Q15555	ENSP00000468588
Q15555	ENSP00000464921
Q16222	ENSP00000271469
Q16222	ENSP00000356901
Q16222	ENSP00000356902
Q16222	ENSP00000356903
Q2TAC2	ENSP00000374292
Q2TAC2	ENSP00000376154
Q3KQV3	ENSP00000385099
Q5H9J7	ENSP00000328030
Q5H9J7	ENSP00000446054
Q8N3L3	ENSP00000351206
Q5HYL7	ENSP00000384234
Q5HYL7	ENSP00000406460
Q5HYL7	ENSP00000438368
Q5T5X7	ENSP00000358038
Q5T5X7	ENSP00000411268
Q5TA82	ENSP00000357773
Q5TGI0	ENSP00000374328
Q5TGI0	ENSP00000445267
Q5VWN6	ENSP00000328426
Q5VZY2	ENSP00000381302
Q63ZY3	ENSP00000465650
Q63ZY3	ENSP00000468002
Q63ZY3	ENSP00000467029
Q6PEX3	ENSP00000353742
Q6ZMS7	ENSP00000367291
Q6ZMS7	ENSP00000410890
Q6ZMS7	ENSP00000418666
Q6ZNH5	ENSP00000311183
Q6ZNH5	ENSP00000402815
Q719H9	ENSP00000314831
Q719H9	ENSP00000384367
Q719H9	ENSP00000408405
Q719H9	ENSP00000464170
Q7L775	ENSP00000406027
Q7LG56	ENSP00000251810
Q7LG56	ENSP00000379248
Q7LG56	ENSP00000430641
Q7LG56	ENSP00000429140
Q7LG56	ENSP00000429578
Q7Z4W1	ENSP00000303356
Q7Z6B0	ENSP00000370658
Q7Z6B0	ENSP00000440513
Q7Z6B0	ENSP00000438040
Q7Z7H3	ENSP00000289388
Q86WT6	ENSP00000332284
Q86WT6	ENSP00000342922
Q86WT6	ENSP00000453332
Q86WT6	ENSP00000453177
Q86WT6	ENSP00000453549
Q86WT6	ENSP00000479720
Q86WT6	ENSP00000488341
Q86WT6	ENSP00000488084
Q86YR5	ENSP00000291775
Q86YR5	ENSP00000376673
Q86YR5	ENSP00000390705
Q8IUD6	ENSP00000323693
Q8IUD6	ENSP00000328340
Q8IUD6	ENSP00000440470
Q8IUF8	ENSP00000328251
Q8IUF8	ENSP00000353395
Q8IUF8	ENSP00000377748
Q8IUF8	ENSP00000424955
Q8IUH3	ENSP00000286070
Q8IUH3	ENSP00000482083
Q8IUI8	ENSP00000318804
Q8IZU0	ENSP00000318716
Q8IZU0	ENSP00000354770
Q8IZU0	ENSP00000412606
Q8IZU0	ENSP00000431456
Q8IZU0	ENSP00000498495
Q8N8K9	ENSP00000336940
Q8N8K9	ENSP00000363362
Q8N8K9	ENSP00000440504
Q8NA54	ENSP00000324882
Q8NA54	ENSP00000417769
Q8NA54	ENSP00000417285
Q8NC26	ENSP00000318898
Q8NC26	ENSP00000469998
Q8NC26	ENSP00000471727
Q8NCP5	ENSP00000408079
Q8NCP5	ENSP00000433457
Q8NCP5	ENSP00000434177
Q8NE31	ENSP00000400241
Q8NE31	ENSP00000423896
Q8NE31	ENSP00000481830
Q8NE31	ENSP00000480677
Q8NE31	ENSP00000481854
Q8NEH6	ENSP00000260453
Q8NFF5	ENSP00000292180
Q8NFF5	ENSP00000317296
Q8NFF5	ENSP00000357416
Q8NFF5	ENSP00000357417
Q8TC57	ENSP00000290536
Q8TC57	ENSP00000386793
Q8TC57	ENSP00000445662
Q8TCP9	ENSP00000411372
Q8TD10	ENSP00000333539
Q8TD10	ENSP00000379589
Q8TD10	ENSP00000444254
Q8TF42	ENSP00000284273
Q8TF65	ENSP00000359795
Q8WTX7	ENSP00000384183
Q8WVF5	ENSP00000368402
Q8WWB5	ENSP00000280350
Q8WWB5	ENSP00000388209
Q8WWB5	ENSP00000434275
Q8WWB5	ENSP00000431147
Q8WWB5	ENSP00000431841
Q8WWZ3	ENSP00000335076
Q8WWZ3	ENSP00000352320
Q8WXA9	ENSP00000334538
Q8WXA9	ENSP00000370305
Q8WZ19	ENSP00000311202
Q8WZ19	ENSP00000455785
Q92734	ENSP00000240851
Q92734	ENSP00000397182
Q92734	ENSP00000417952
Q92734	ENSP00000419960
Q92734	ENSP00000479269
Q92734	ENSP00000479981
Q92748	ENSP00000281030
Q969J2	ENSP00000366509
Q96A10	ENSP00000488921
Q96AA8	ENSP00000265272
Q96AA8	ENSP00000328989
Q96AA8	ENSP00000421398
Q96AA8	ENSP00000479248
Q96AB3	ENSP00000085068
Q96AB3	ENSP00000401726
Q96AB3	ENSP00000406364
Q9NWS9	ENSP00000472802
Q9NWS9	ENSP00000478778
Q96AT9	ENSP00000346501
Q96AT9	ENSP00000352401
Q96AT9	ENSP00000389411
Q96AT9	ENSP00000401838
Q96AT9	ENSP00000403808
Q96AT9	ENSP00000402061
Q96AT9	ENSP00000394455
Q96BR9	ENSP00000362609
Q96CD2	ENSP00000343190
Q96EA4	ENSP00000265295
Q96F10	ENSP00000269298
Q96GN5	ENSP00000348523
Q96GN5	ENSP00000363045
Q96GN5	ENSP00000383986
Q96HH9	ENSP00000285689
Q96HH9	ENSP00000426088
Q96HH9	ENSP00000426120
Q96HH9	ENSP00000441876
Q96HH9	ENSP00000444049
Q96IJ6	ENSP00000315925
Q96IJ6	ENSP00000340760
Q96IJ6	ENSP00000350949
Q96IJ6	ENSP00000363016
Q96IJ6	ENSP00000363027
Q96JS3	ENSP00000259883
Q96K80	ENSP00000257940
Q96PV4	ENSP00000354834
Q96PV4	ENSP00000388850
Q96PV4	ENSP00000392342
Q96PV4	ENSP00000445775
Q96QU6	ENSP00000263776
Q96SF7	ENSP00000207157
Q96SF7	ENSP00000358437
Q96T51	ENSP00000325594
Q96T51	ENSP00000377087
Q96T51	ENSP00000390025
Q96T51	ENSP00000491803
Q96T51	ENSP00000491925
Q96T51	ENSP00000492748
Q99584	ENSP00000344822
Q99584	ENSP00000376398
Q99584	ENSP00000376399
Q99584	ENSP00000392767
Q9BPX1	ENSP00000263278
Q9BQ13	ENSP00000316482
Q9BQ13	ENSP00000431155
Q9BT49	ENSP00000215742
Q9BT49	ENSP00000382084
Q9BTE0	ENSP00000350467
Q9BTE0	ENSP00000462019
Q9BUT1	ENSP00000296424
Q9BV19	ENSP00000361603
Q9BW62	ENSP00000369989
Q9BW62	ENSP00000369991
Q9BWD1	ENSP00000356015
Q9BXD5	ENSP00000258317
Q9BXD5	ENSP00000356523
Q9BXD5	ENSP00000356524
Q9BXD5	ENSP00000356525
Q9BXD5	ENSP00000356526
Q9BXN2	ENSP00000298523
Q9BXN2	ENSP00000302569
Q9BXN2	ENSP00000312089
Q9BXN2	ENSP00000344723
Q9BXN2	ENSP00000266456
Q9BXN2	ENSP00000379743
Q9BXN2	ENSP00000436923
Q9BXN2	ENSP00000432876
Q9BXN2	ENSP00000434392
Q9BXN2	ENSP00000431461
Q9BY32	ENSP00000369456
Q9BY32	ENSP00000382732
Q9BY32	ENSP00000413282
Q9BYQ4	ENSP00000366950
Q9BYQ4	ENSP00000458594
Q9BYR7	ENSP00000375429
Q9BYR7	ENSP00000459215
Q9BYV2	ENSP00000296098
Q9BYV2	ENSP00000369415
Q9H079	ENSP00000256544
Q9H257	ENSP00000360797
Q9H257	ENSP00000360799
Q9H257	ENSP00000451368
Q9H3R5	ENSP00000283006
Q9H4Y5	ENSP00000345023
Q9H4Y5	ENSP00000358721
Q9H4Y5	ENSP00000390986
Q9H5V7	ENSP00000357881
Q9H5V7	ENSP00000478056
Q9H773	ENSP00000322524
Q9H8K7	ENSP00000419126
Q9HAT0	ENSP00000184183
Q9HAT0	ENSP00000385919
Q9HAT0	ENSP00000420590
Q9HAT0	ENSP00000420567
Q9HAT0	ENSP00000419205
Q9HAT0	ENSP00000417379
Q9HAT0	ENSP00000483603
Q9HCK0	ENSP00000362758
Q9HCK0	ENSP00000362760
Q9NP66	ENSP00000336856
Q9NP66	ENSP00000371133
Q9NPC3	ENSP00000337396
Q9NPC3	ENSP00000351810
Q9NPC3	ENSP00000381226
Q9NPC3	ENSP00000381229
Q9NPC3	ENSP00000381235
Q9NPC3	ENSP00000409896
Q9NQ86	ENSP00000282369
Q9NQ86	ENSP00000368937
Q9NQ86	ENSP00000368938
Q9NQ86	ENSP00000423934
Q9NRF8	ENSP00000352222
Q9NRF8	ENSP00000369590
Q9NRF8	ENSP00000401264
Q9NTM9	ENSP00000359507
Q9NUL5	ENSP00000253110
Q9NUL5	ENSP00000380978
Q9NUL5	ENSP00000467182
Q8N9H8	ENSP00000340474
Q8N9H8	ENSP00000432895
Q8N9H8	ENSP00000431859
Q9NXC2	ENSP00000368586
Q9NXC2	ENSP00000368589
Q9NXC2	ENSP00000479493
Q9NZ81	ENSP00000369112
Q9NZ81	ENSP00000412064
Q9NZ81	ENSP00000447777
Q9NZ81	ENSP00000448153
Q9NZ81	ENSP00000448761
Q9NZG7	ENSP00000307552
Q9P2A4	ENSP00000225941
Q9P2A4	ENSP00000406651
Q9UBU8	ENSP00000331310
Q9UBU8	ENSP00000408880
Q9UBU8	ENSP00000452808
Q9UBU8	ENSP00000452717
Q9UFW8	ENSP00000381428
Q9UFW8	ENSP00000381429
Q9UFW8	ENSP00000418769
Q9UFW8	ENSP00000420374
Q9UGB7	ENSP00000216075
Q9UGB7	ENSP00000379082
Q9UH03	ENSP00000379695
Q9UH03	ENSP00000379703
Q9UH03	ENSP00000379704
Q9UI08	ENSP00000376652
Q9UI08	ENSP00000384720
Q9UI08	ENSP00000437904
Q9UJ70	ENSP00000244204
Q9UJ70	ENSP00000389087
Q9UJ70	ENSP00000477639
Q9UJC3	ENSP00000360252
Q9UJX2	ENSP00000378348
Q9UJX2	ENSP00000378350
Q9UKA9	ENSP00000359216
Q9UKA9	ENSP00000359217
Q9UKA9	ENSP00000412788
Q9UKA9	ENSP00000477024
Q9ULA0	ENSP00000273075
Q9ULW8	ENSP00000364609
